,genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
8732,[],481126,hi,"Ramgarh Ke Sholay is a 1991 Hindi-language Indian spoof feature film directed by Ajit Diwani, starring Vijay Saxena, Kishore Bhanushali and Amjad Khan in lead roles. The film parodies the 1975 classic Bollywood blockbuster Sholay. Wikipedia",0.822,1991-06-21,Ramgarh Ke Sholay,6.0,1
8733,"[10749, 10402]",463321,hi,"Radha falls in love with the new teacher employed in the village school. Being a widower with a son, he snubs her. Enraged, she publicly accuses him of having an affair with her.",0.822,1985-05-31,Masterji,8.0,1
8734,"[18, 10749]",307501,hi,"Sagar Singh is a businessman who lives in scenic Simla with his widowed mom; brother, Bipin, his wife, Urmila; sister, Prema; and brother, Kishan. When he returns from USA, he meets with Prema's music teacher, Savitri C. Thakur, and falls head over heels in love with her. The Singhs approve of Savitri and soon the couple are married. What Sagar does not know is that Savitiri loves another man by the name of Manohar Dhani, who is the local tourist guide, but cannot marry him, as according to an astrology professor her husband is fated to die within the first 40 days of her marriage. She keeps her affair a secret from Sagar, but Manohar shows up - and he makes his intentions quite clear from the beginning - that he is here to marry Savitri, by hook or by crook, even if he has to kill Saga",0.986,1978-03-11,Badaltey Rishtey,5.0,1
8735,[28],287711,hi,"Nastik is a story about an atheist named Shankar.  His childhood incident and memories have turned him into a non-believer and a thief, by profession, who is out to seek revenge for his father's death by a man with one glass eye.",0.822,1983-02-18,Nastik,3.0,1
8736,"[35, 18, 10749]",211819,hi,"Raja Babu is a rich, spoiled, country bumpkin who lives a carefree, luxury lifestyle until the girl he loves rejects him and his parents reveal that he was adopted.",1.918,1994-08-03,Raja Babu,6.2,14
8737,[],172687,hi,"Thakur Rajnath Singh Chouhan opens a can of worms when he announces that he is going to marry a prostitute by the name of Tulsi. His mother will not even consider Tulsi as a daughter-in-law, and would prefer that he marry Sanjukta. Tulsi convinces him that he should marry the woman of his mother's choice, which he eventually does. Thereafter Tulsi gives birth to a baby boy, Ajay, and passes away. Sanjukta raises Ajay as her own child, even after the passing away of Rajnath, and even after giving birth to Pratap. Ajay is given the entire responsibility of the estate, while Pratap squanders money on courtesans and alcohol. Sanjukta trusts Ajay, until one day when a villager complains to her that Ajay has got his daughter, Geeta, pregnant; additionally she also finds out that Ajay has been misappropriating money, and also owes money to a prostitute named Leelabai, the very woman who sold Tulsi to Rajnath.",0.822,1978-03-02,Main Tulsi Tere Aangan Ki,7.0,1
8738,[18],44070,hi,"The story revolves around Rahul Singh (John Abraham), a compulsive gambler who wins Rs. 20 million from a bet and throws a party to celebrate. Everyone has a good time drinking and partying till late night during which Rahul proposes to Nafisa (Sonal Sehgal). He announces their engagement to all present, then collapses on the floor. In hospital, he learns that he has only 90 days to live. Wanting to make the most of his last days, he leaves everything behind and moves into a soothing hospice. The inmates he meets change his outlook on life. As his relationships grow with each one of them, Rahul tries to rise above his own needs and live life to the fullest, learning from the courage of those around him.",1.728,2010-08-27,Aashayein,6.3,9
8739,"[80, 53]",858288,hi,"Inspired by true events, the film narrates the story of women terrorised by a mobster who gang-raped, robbed, terrorised and murdered 300 families for 15 years until he met his nemesis in a young Dalit girl.",0.93,2021-08-20,200: Halla Ho,8.5,2
8740,[35],806327,hi,"Gadhedo, an original short film is based on a folk story from Rajasthan, India; set in a small village that is stuck in time. The story unfolds the satirical journey of GORU (a naive washer man) who believes that MAATSA (the only teacher in the village) will be able to turn his donkey into a 'Man'.",0.82,2020-01-21,Donkey,0.0,0
8741,"[53, 9648]",206376,hi,"After his wife, Sheela goes missing, Ravi Patwardhan files a missing persons report. When her body is discovered in a pond, police Detective Tejpal Randhawa investigates the murder and tries to narrow down the suspects, which include her husband and her father. Despite finding no clear motive or evidence, Randhawa slowly begins to piece together the mystery and draws closer to uncovering the identity of Sheela's killer.",1.227,2005-08-19,My Wife's Murder,6.2,9
8742,"[35, 53]",203110,hi,"Small-time crook, Champa Chaudhary alias 'Champ' forges passports, photographs, and deeds in Thailand. He is arrested by the Police, tried and sentenced to six months in jail, and this is where he meets a supposedly dumb and deaf inmate, Raghuvir Sharma, serving a life sentence of stealing diamonds. Champ finds out that Raghuvir is not deaf nor dumb, and offers him a share if he springs him out of prison, to which Champ agrees. As soon as Champ's term is over, he gets discharged and prepares forged release documents for Raghuvir and in this manner gets him legally out of jail. The two then hideout in a house deep in the country, where Raghuvir is re-united with his daughter, Jia.",1.606,2006-08-03,Anthony Kaun Hai?,5.6,5
8743,[53],550488,hi,Honest inspector Aditi Singh and hard-boiled cop Rudra investigate a multiple suicide case. They stumble upon a darker truth revolving around the corrupt politician Yadav and Shankar. The political nexus forces Rudra to become the angry-young-man and one-man-army all rolled into one.,1.219,2018-10-26,Dassehra,0.0,0
8744,"[18, 10749]",139474,hi,"A broken hearted Julie comes to Mumbai to make a living, but the fast moving city will force her to take prostitution as her profession.",1.325,2004-07-23,Julie,3.9,4
8745,"[18, 9648]",885291,hi,"A poor girl is lured into the world of crime and is haunted by ghosts of her guilt and conscience, eventually runs out of her dimension to discover that she was a part of a film.",0.951,2021-11-04,"To Caterpillar, From Butterfly",0.0,0
8746,[18],23799,hi,"The Film revolves around life and struggle of Farmer, who has to pay his electricity bill and is tired of dealing with the corrupt systems in bureaucracy and politics in India.",1.794,1992-02-14,Current,6.3,3
8747,"[10402, 53, 9648]",377498,hi,"After a lusty Thakur rapes a young girl, she kills herself. Thereafter, the Thakur is killed by what the local people call the girl's vengeful spirit. Then the Thakur's son is also killed in a similar way. Thereafter the brother of the Thakur is also killed. The grandson of the Thakur, Kumar Vijay Singh (Biswajeet) returns from abroad to claim his ill-fated legacy. He is warned to stay away from the grounds that have killed his ancestors, but he intends to find out who or what is behind the killings, and hires a private detective, Gopichand Jasoos (Asit Sen). Kumar meets with Radha (Waheeda Rehman), the daughter of the local doctor, Ramlal Vaid (Manmohan Krishan), and both eventually fall in love. Then a man is found dead wearing the clothes of Kumar Vijay, and Kumar Vijay must now decide to stay away from his new residence, or continue to live there, and fear for his life everyday until death.",0.824,1962-12-28,Bees Saal Baad,6.3,4
8748,"[53, 99, 80, 9648]",439341,hi,"""The Karma Killings,"" is a modern-day crime thriller mixed in with Indian mythology and class warfare. The documentary delves into India's most infamous serial killings and its impact on a nation. Told through the people directly involved, the film unravels the complexities of the case and goes beyond the sensational headlines to present a suspenseful and scary mystery. And has a huge twist - one of the killers maybe innocent?",1.142,2016-12-15,The Karma Killings,6.7,6
8749,"[18, 10749]",40779,hi,"Hoping that destiny will re-unite them, a couple, on the verge of getting married, attempt to locate each other.",1.226,2010-07-09,Milenge Milenge,4.2,9
8750,"[28, 80, 53]",23702,hi,Five people trapped in a factory where two hostages and three are kidnappers but they them self do not know who are kidnappers and hostages.As they all are suffering from temporary memory loss.,1.896,2009-10-09,Acid Factory,5.2,5
8751,[36],688909,hi,"Nangeli, a comrade from the so called lower caste fights against the caste discrimination where women are not allowed to wear cloth over the upper part of their body",0.966,2018-05-08,Breast Tax,0.0,0
8752,[],816866,hi,'The Choice' is the story of a child's mood when his parents are getting divorced,0.811,2018-02-17,The Choice,0.0,0
8753,"[35, 18]",320551,hi,"Utpal Dutt stars as Chaudhry, a landowner who comes to town looking to get his daughter Sunita (Zarina Wahab) married to the son of his childhood friend Khanna. Khanna's son, Jai (Farooque Shaikh), isn't interested in marrying anyone, but his determined father nonetheless plans a trip to Chaudhry's village for Jai, hoping things will work out. What ensues is a hilarious comedy of errors.",0.953,1985-03-08,Mera Damad,0.0,0
8754,[],185123,hi,"Inspector Shiv Nath is a honest and diligent police officer in Bombay, and lives with his wife, Radha, and a young son, Arjun. While making several arrests in connection with counterfeit money and drugs, he comes to know that his close friend, Karamchand is also involved in this racket. Before he could take any action, he himself is arrested by the police for possession of fake money and drugs, and sentenced to a jail term, but he escapes and his whereabouts are unknown. Radha loses her mind and is institutionalized, while Arjun takes to petty crime and on reaching adult-hood is the Don of the area known and feared as ""Dus Numbri"".",0.953,1976-04-17,Dus Numbri,0.0,0
8755,[18],143953,hi,"Living an indolent life in a luxurious palace, Prince Gautama (Rai) is insulated by his family from the harshness of the world outside. But he is destined to learn greater truths: shocked to discover the pain and suffering of so many in his kingdom, he abandons his privileged existence, and his wife Gopa (Seeta Devi), to become a wandering teacher, eventually finding enlightenment and founding Buddhism. Featuring superimposed images and deep-focus shots that were highly impressive for the time, Light of Asia astutely combines a deeply felt spirituality with the surefire attraction of Indian exotica, which helped make it a considerable success in Europe.",1.384,1925-10-22,The Light of Asia,6.0,6
8756,[10749],135469,hi,"Shirin Farhad Ki Toh Nikal Padi is a 2012 Bollywood romantic comedy film directed by Bela Bhansali Sehgal, starring Farah Khan, Boman Irani, Kavin Dave, Shammi, Kurush Deboo and Daisy Irani.",1.887,2012-08-24,Shirin Farhad Ki Toh Nikal Padi,3.7,6
8757,"[18, 10751]",397367,hi,"Dear Dad is a bittersweet coming of age story; involving a father-son duo – 14 year old Shivam, and his 45 year old dad Nitin Swaminathan. The father-son duo embarks on an impromptu road trip from their home, in Delhi, to Mussorie (Uttarakhand), where Shivam attends boarding school. Unexpected confessions, weird strangers, accidental meetings, a drunken escapade and singing in the rain – all these add up to a complicated and sweet tale.",1.36,2016-05-06,Dear Dad,7.2,5
8758,[80],276863,hi,"Nicknamed as ""Hitler"", Jailer Siddhanth Kumar Sharma is feared and respected at work as well as at home where he lives with his wife, a former lawyer, Sheila; younger brother, Amar; two younger sisters and his son. He would like Amar to find employment for himself on his merit rather than use his contacts, but Amar is unable to secure any employment. Then wealthy Daulatram insults Siddhanth, accuses him of using Amar as a ploy to woo his daughter Priya, so that the Sharma family can inherit his wealth. An angered Siddhanth confronts Amar, who grabs a knife and warns Daulatram. Shortly thereafter, the police arrest Amar for killing Daulatram. Siddhant disbelieves him, but Sheila decides to don her black gown and represent her brother-in-law, against the overwhelming evidence that has surfaced against him. It is now up to Sheila to not only defend Amar but also attempt to find out the reason behind Daulatram's death.",0.809,1998-05-15,Hitler,0.0,0
8759,"[10749, 10402]",165979,hi,"Shiv (Abhishek Bachchan) and Pooja (Karisma Kapoor) are happily married to each other but sometimes can get into the most petty arguments coming from the way they approach life. Shiv takes each day as it comes whilst Pooja's imagination sometimes gets the best of her. Pooja falls in love with Shiv so much that she gives up her high rising career for him and settles as a housewife. Their in-difference gets worse and Pooja is soon convinced that Shiv has been unfaithful. Pooja asks for a divorce and leaves him. She carries on with life and meets Raj (Akshay Kumar). Raj has everything anyone could ask for: money, fame but not love something he has craved for some time. He falls for Pooja and she also begins to like him. They get engaged and as the wedding approaches, Shiv re-enters Pooja's life. Old feelings and emotions come rushing back and she finds herself torn between two men. Who does she choose...?",1.163,2002-02-15,Haan Maine Bhi Pyaar Kiya,4.2,7
8760,"[18, 53]",128161,hi,"The lives of a rookie cop, a streetwise orphan and a beautiful young ex-teacher collide explosively in the drug underworld of Mumbai in this edgy, powerhouse thriller that exemplifies the verve and excitement of India's new independent cinema.",0.809,2012-05-21,Peddlers,0.0,0
8761,"[18, 53, 10749]",75467,hi,Rog is the story of a troubled police officer who falls in love with a dead woman whose murder he is investigating. Maya Solomon mesmerizes all who surround her with her breathtaking beauty and sensuality. Thus giving more twists and turns in the game of life. Where by the police officer also entraps himself in a situation that might as well add to more conflicts in society.,0.824,2005-01-07,Rog,4.9,4
8762,"[18, 10749]",65956,hi,"Dr Shivani Dutt living and working in a hospital in London, notices some of her colleagues delving in organ trafficking. Before she can expose them she is involved in an accident, leaving her on a life support machine.",1.194,2006-12-29,I See You,5.3,8
8763,[],519443,hi,"When a successful business man's daughter falls for a poor orphan at college, he hires a criminal to frame the orphan for murder in an attempt to separate the two.",0.809,1992-10-02,Dushman Zamana,0.0,0
8764,"[10751, 14]",348152,hi,"A young man lands in the land of little people, who ask him to save them from their enemies.",1.853,2003-05-30,Jajantaram Mamantaram,5.6,5
8765,"[35, 53]",20916,hi,"Chantu and Bantu are a couple of scam-artists trying to woo rich girls for easy money.  In the process, they get embroiled in a murder case and become the prime suspects.",1.884,2001-12-28,Style,5.9,7
8766,[],118987,hi,"Ram Kumar lives a wealthy lifestyle in Calcutta with his brother, Prashant and Parvati, his sister-in-law. Since his school-days he had befriended a young orphan named Laxman, who also lives with them. Years later, Ram and Laxman have grown up, and Laxman has joined the Calcutta Police Force. Impressed with Laxman's dedication and diligence, the Police Commissioner assigns him to investigate, dismantle, and arrest an underworld don called Cobra and his gang. Laxman's investigation leads him to the culprit, but before he could take any action, he is killed. Ram swears to avenge Laxman's death, and sets forth to seek Cobra. Prashant attempts to convince Ram to give this up and leave it to the police, but Ram refuses, and ends up moving out of the house. Then Ram finds out who the culprits are - none other than the Cobra gang - and sets out to avenge Laxman's death. On doing so...",0.806,1989-04-14,Aakhri Baazi,0.0,0
8767,"[80, 18, 9648]",302918,hi,"Delhi-based Inspector Jay is reprimanded after having an affair with Pooja, the daughter of a politician, and transferred to Bandra, Mumbai along with his colleague, Aditya. After about three years both are assigned the task of investigating the homicide of a popular musician, Anirudh Roy. Both conclude that there are three suspects with motives, namely Anirudh's wife, Tanya Singhania; his mistresses/girlfriends, Priya Malhotra, and Sonia Pillai. As the investigation progresses, an insurance investigator, Rahul Awasthi, also gets involved as there is an insurance policy of about Rs.80 Crores left to the beneficiary. The duo will have their hands full in deducing who the killer was.",0.954,2009-11-20,Marega Salaa,0.0,0
8768,"[18, 10749]",844889,hi,"Disillusioned with his wealthy friends, a man pretends to be poor and goes to live in the slums where he falls in love with a burglar's sister.",0.805,1961-11-24,Maya,0.0,0
8769,"[18, 10751]",720093,hi,"A pregnant Ratna loses her husband, eventually gives birth to a son, Raju, in a hospital where she is treated by renowned Dr. Anand.",0.805,1959-11-11,Chirag Kahan Roshni Kahan,0.0,0
8770,[],499179,hi,"Dr. Ravi returns from abroad and takes up position as Chief Surgeon in a hospital. He then meets with Nurse Shanti, who lives an impoverished lifestyle with her ailing mother, and decides to perform surgery, but she passes away, and a guilt-ridden Ravi marries Shanti much to the chagrin of his mentor, Kaka, who had hoped that he would marry his daughter, Rajni. The couple then travel to Kashmir for their honey-moon, and then settle down to a harmonious relationship. Hoping to travel even more, their plans are interrupted by the hospital's head doctor, who wants Ravi to focus on cancer research. The couple drop all travel plans and immerse themselves in research so much so that Shanti herself becomes ill.",0.805,1968-01-17,Saathi,0.0,0
8771,[27],496577,hi,A 1999 Indian horror film.,0.805,1999-10-22,Khoonkar Darinde,0.0,0
8772,[27],480661,hi,Indian horror.,0.805,1998-01-01,Khofnak Mahal,0.0,0
8773,"[35, 10749, 18]",410844,hi,Children are exchanged by greedy aunt and uncle in childhood and they live undeserved lives.,1.202,1963-01-01,Dil Hi To Hai,0.0,0
8774,[],361410,hi,"Three young men, who are all of marriageable age, gets their hopes up on marriage, when a beautiful young woman comes to live in their neighborhood. Her name is Pooja Iyengar. All three of them try a hand at romancing her, and only one succeeds, that being Raju. The only problem is that while Raju is Gujerati, Pooja is Madrasi from the Iyengar community, and her dad, Shashtri, will not permit her to marry anyone outside his community, leave alone a Gujerati, and proceeds to get Pooja to get married to Prabhu, a young man from the Iyengar community, with hilarious results.",1.202,2003-01-01,Nayee Padosan,0.0,0
8775,[],304221,hi,Drama about a large Indian family coping with revelations about the fathers past.,0.952,1963-01-01,Grahasti,0.0,0
8776,[],302990,hi,A tale of revenge and family honor,0.805,2001-11-20,Kasam,0.0,0
8777,[],300748,hi,"After completing his college, dark-skinned Adivasi Shekhar returns home and finds that his mother, Savli, has passed away. Distraught, he is consoled by Father Abraham, who also tells him that his mother had an affair with wealthy Ramgarh-based Thakur Pratap Singh, who refused to marry her even after she became pregnant. Shekhar decides to avenge his humiliation and sets forth to expose Pratap. Upon arrival in Ramgarh, he finds that he has a fair-skinned look-alike half-brother, Dilip, as well as a sister, Neelu. Dilip meets him, hires him as a office staff person, and asks him to impersonate him in order to meet Deepa, the only daughter of wealthy Vinodbabu, and Shekhar agrees to do so. Shekhar meets Deepa and both are attracted to each other. Shekhar decides to tell her the truth about himself, and returns to Ramgarh. Once there, he finds history repeating itself as Dilip is in love with an Adivasi belle, Jhumki, but is refusing to marry her.",0.805,1968-01-17,Izzat,0.0,0
8778,[],872906,hi,,1.451,,Lion,0.0,0
8779,[18],742911,hi,"Arjun Pandit is a 1976 Hindi movie starring Sanjeev Kumar, Ashok Kumar, and Vinod Mehra, and directed by Hrishikesh Mukherjee. Bindu, Deven Verma, Sachin, and Keshto Mukherjee play other roles in the movie. The film's music is by Sachin Dev Burman.",0.804,1976-04-16,Arjun Pandit,0.0,0
8780,[],721072,hi,"Based on the traditional Madhubani-style paintings by Lalita Devi, this movie addresses the issue of the dowry system of India.",0.804,1984-01-01,Auspicious Wedding,0.0,0
8781,[],683189,hi,Sharad is so committed to his job it creates obstacles for his personal relationships,0.804,1989-04-26,Touhean,0.0,0
8782,[28],616685,hi,,0.804,1995-05-25,Zakhmi Sipahi,0.0,0
8783,[],610417,hi,"Vishal and Jyoti come from different backgrounds, but fall in love, and in spite of oppositions from both the couples' sides, are married. After marriage, they settle down to some wedded bliss, but misunderstandings create problems. These problems persist even when Jyoti gives birth to healthy baby boy, Lucky (Master Lucky). Jyoti and Vishal also own a former winning racehorse, and Vishal is a jockey, who used to ride him. Due to failing health, Vishal has been advised by his doctor not to ride anymore. Lucky grows up and his parents separate, and Lucky lives with his dad. He is brought up to think that his mom has passed away. So when Jyoti re-enters his life, she is introduced to him as ""aunty"". Will Lucky ever come to know of his real mother? Will Vishal ever to able to ride again? Will Jyoti and Vishal patch up their differences in the interest of their son?",0.804,1986-04-25,Adhikar,0.0,0
8784,[],528028,hi,"Sharda, a nurse and single mother, raises her daughter Swati as an independent, articulate young woman. Swati is a strong advocate of women's rights in a society where there is significant male domination. Swati deals with eve teasers firmly, sometimes with considerable force. When a married friend of hers gets raped in the presence of her husband, she acts as a counsellor and helps them adjust to the reality of a society that blames the victim and not the rapists. Swati takes on a huge transformation when she meets a political activist and falls in love with him. She embarks on a project of matchmaking for her mother and engineers a wedding with a widower who has a grown-up daughter.",0.804,1986-05-02,Swati,0.0,0
8785,[],504407,hi,,1.201,1992-04-23,Khule-Aam,0.0,0
8786,[],484498,hi,"Door Ka Rahi is story of a person named ""Prashant"" who is on the travel for the wellness of society, and the end of Journey is to watch. The angle of the movie focused on expressing the internal feelings.",0.804,1971-01-01,Door Ka Raahi,0.0,0
8787,[27],480644,hi,A young couple Raja and Rita are driving through a dense forest. They stop to take rest in an alienated bunglow without knowing that it is haunted.,0.804,1992-01-01,Insaan Bana Shaitan,0.0,0
8788,"[35, 18, 10749]",449627,hi,"Tadka is an upcoming Hindi romantic comedy film directed by actor Prakash Raj. The film is an adaptation of Malayalam blockbuster Salt N' Pepper. The film stars Nana Patekar, Shriya Saran, Taapsee Pannu, Ali Faizal and others. Music is composed by Ilayaraja",0.804,,Tadka,0.0,0
8789,[],407816,hi,,0.804,1980-08-01,Be-Reham,0.0,0
8790,[],351865,hi,"After being critically wounded and losing his left arm, Captain Jaswant Kumar is discharged from the Indian army and goes to live with Journalist A.V. Razdan in Shanti Nagar, Bombay. Ironically, Shanti Nagar is far from peaceful as it is ruled by extortionists like Peter Gonsalves and Jaichand Khurana who work for underworld don, Taneja. Jaswant and a local taxi-driver, Raju Varma, decide to put up a fight and attempt to drive the goons away - with considerable success much to the chagrin of Taneja, who hires a killer named Raaka to do away with them. Instead they end up befriending Raaka and join forces against Taneja himself. But Jaswant and Raju will soon find out that Raaka never befriends anyone and always disposes off his enemies when they end up getting arrested for smuggling and are sentenced to two years in prison - leaving Taneja and his men to carry on with their nefarious activities.",0.804,1990-01-26,Zahreelay,0.0,0
8791,"[28, 80, 18, 53]",346911,hi,Dr. Vijay performs a ground breaking surgical operation when he transplants the brain of a slain police officer on the brain-dead body of his to-be bride in order to avenge the death of the police officer.,0.804,1995-10-27,Diya Aur Toofan,0.0,0
8792,[],320484,hi,"Kaala Aadmi is a 1978 Bollywood film directed by Ramesh Lakhanpal. Movie starring Sunil Dutt, Saira Banu, Pran and is directed by Ramesh Lakhanpal.",1.201,1978-01-01,Kaala Aadmi,0.0,0
8793,[],306133,hi,A young woman leads impoverished embroidery workers in a strike against the greedy wholesalers who exploit them.,1.201,1986-01-01,Congregation,0.0,0
8794,"[28, 80, 18]",305224,hi,"Honest mint employee, Ghanshyam (Shreeram Lagoo) gets framed for murder by Joseph D'Souza (Amjad Khan), and has to flee from the police. He is separated from his wife, Radhika (Seema Deo), two sons, and a blind daughter. Years later, Ghanshyam, after being forced to work for Joseph to print fake rupee notes, is rich and known as Vikram Singh; his daughter and wife are homeless and destitute; his elder son, Ravi (Vinod Khanna) is a burglar at night, and a rich and respectable man named Kunwar Dilip Singh during the day; his other son, Sushil (Raj Babbar) is a police inspector, adopted by the Police Commissioner (Om Shivpuri). Joseph, now known as Tripathi, comes to know that Ravi is Ghanshyam's son, and devices a scheme that will bring certain death to Ghanshyam and his family.",1.201,1982-01-01,Daulat,0.0,0
8795,[],304680,hi,No Overview,0.804,1987-01-01,That Day Will Come,0.0,0
8796,[],303372,hi,"Kusam Desai moves from Pune to Bombay with her new husband and family friend Vimal, who does not live up to her expectations.  After discovering Vimal's love with Sapna, they must use the Hindu Marriage Act of 1955 in order to obtain a divorce, which is culturally stigmatized.",0.804,1982-06-26,Dil... Akhir Dil Hai,0.0,0
8797,[],275877,hi,"As his dying wish, Seth, a wealthy businessman, is determined to meet the love of his grandson and heir, Prem. Unfortunately, Prem's girlfriend, Rita, is detained on out-of-town business, so the young man hires Kammo to play the part. Prem receives his grandfather's blessing on the union, but when Rita returns to unveil the truth, Seth stands by Kammo as his final choice. Now, Prem either must return to Rita or trust his grandfather's decision.",0.804,1977-10-01,Dulhan Wahi Jo Piya Man Bhaaye,0.0,0
8798,[],265660,hi,"Based on a folk tale from Rajasthan, ""Parinati"" deals with the inherent tragedy of human avarice, which must inevitably lead to self-destruction.  Ganesh, the protagonist, is a potter who leads a happy and contented life in a remote village. The only ambition he and his wife Kurjan share is to get their only son Laxman married and bring a daughter-in- law home. Destiny, however, has ordained otherwise. Ganesh is hand picked for his honesty and dedication by a local charitable Seth to become the caretaker of his inn in the middle of the desert. There, Ganesh and Kurjan meet a wealthy couple, who are greatly pleased with their service and hospitality. They offer to take their son Laxman to distant lands, teach him trade and make him fabulously rich.",1.201,1989-03-31,Parinati,0.0,0
8799,[],213852,hi,"Chandru lives in a palatial house with his dad, Ram Kumar; mom Sita; elder brother Shyam and his wife. Chandru is in love with Geeta Sinha, the only daughter of wealthy Dr. Sinha, and would...",0.804,1980-10-28,Maang Bharo Sajana,0.0,0
8800,"[18, 10749]",127772,hi,"Two students are framed for molesting a girl and must leave college. To make ends meet, they pose as tutors to a young lady who they both fall for.",1.451,1980-03-19,Aap Ke Deewane,0.0,0
8801,[18],110619,hi,,0.804,1993-01-01,Geetanjali,0.0,0
8802,[],108366,hi,,0.804,1995-10-27,Hum Sab Chor Hain,0.0,0
8803,"[10751, 18]",107737,hi,"A girl is struggling with extreme poverty and the responsibility of taking care of her siblings. She falls in love, which would cause even more tragedy to her family and to herself.",0.804,1984-11-23,Pet Pyaar Aur Paap,0.0,0
8804,[18],107237,hi,Drama starring Om Puri,0.804,1985-05-28,Nasoor,0.0,0
8805,"[28, 53]",80931,hi,"After witnessing the sudden death of a woman, who was unable to afford hospital treatment, Dr. Ajay Kumar cancels his immigration to America and instead sets out to build a hospital that will cater to people who cannot afford treatment. Soon a hospital is built and is named ""Amma People's Hospital"". This attracts everyone's attention, and he becomes popular, especially with two women, Shweta and Sub-Inspector Ramya, and decides to marry Shweta. It was inspired by The Fugitive.",1.201,1995-07-21,Criminal,0.0,0
8806,"[35, 10402]",71296,hi,"Raju informs the police about a group of bandits, even though he is in love with the chief's daughter. The police set out to kill the clan and it is upto him to save the bandits and his love.",1.102,1960-01-01,Jis desh mein Ganga behti hai,5.8,5
8807,"[28, 18]",441139,hi,"A mother gives birth to twins. Unfortunately, they are separated. One of the children ends up in neighbouring Pakistan and grows up a devout Muslim named Tauheed, while the other grows up as a Hindu named Ajay. With the on-going rivalry and hatred between the two countries, both find themselves on the opposite side, and must battle each other. The only way they can unite is by saving the life of the Pakistani Prime Minister, who himself has become the target of terrorists.",1.231,1999-07-23,Hindustan Ki Kasam,4.0,1
8808,[18],497809,hi,"Coming from a country like India that is still in denial, where being HIV+ is still a curse, '68 Pages' rips open the underbelly of its society to reveal how it stigmatizes and shuns those who are HIV+ or even those who just want to be what they are. Through 68 Pages of a counselors diary, we see the stories of Paayal, a sex worker; Nishit, an ID user; Kiran, a gay man and Umrao, a transsexual bar dancer - their stories of pain and fear, humiliation and rejection - not only by the society, but even by their loved ones.",1.322,2007-12-09,68 Pages,5.5,4
8809,[18],161205,hi,"Ayaan tricks a model into marrying him, when she leaves her diary in his family's garage, allowing him to follow her around.",0.852,2006-08-04,Shaadi Karke Phas Gaya Yaar,3.6,5
8810,[10749],62803,hi,"Hero is the story of a criminal transforming and evolving as a good person under the influence of love. Jackie is a baddie with a heart of gold though, who has to settle scores with the area's 'Thakur' and his police officer son Sanjeev Kumar. So he opts for kidnapping their soft spot, Radha, Thakur khandaan's only daughter. Radha is given to understand that Jackie and his gang are police people who have taken her away to the safety of jungles because their house has been invaded by dacoits. The rest of the story is about the gang's camaraderie with Radha in sylvan spots and the discovery of truth by Radha.",1.849,1983-01-01,Hero,6.6,5
8811,"[18, 10751]",166259,hi,"After completing his studies in London, England, Shakti Thakur returns home to India in a small town where his family resides.",1.856,1997-05-30,Virasat,7.0,10
8812,"[10402, 10749]",253707,hi,"Charming and continually drunk millionaire sees a woman on the street and falls madly in love with her, she works as a striptease dancer and has a mentally handicapped brother. They fall in love, but he unfortunately has to marry someone else.",1.82,2004-09-23,Tumsa Nahin Dekha: A Love Story,6.0,4
8813,"[27, 53]",256907,hi,Darr @ The Mall is a spine chilling tale of one night and an encounter with the past.,1.783,2014-02-21,Darr @ the Mall,4.3,11
8814,"[18, 10749]",214066,hi,"Three friends, who have known each other for a long time, decide to enter a singing and musical competition. The events that lead to this competition, and their personal lives, including their romantic ties, is the theme of this movie. Included are popular Burman Movie songs, a delight to hear any time.",1.289,2002-10-18,Dil Vil Pyar Vyar,5.5,3
8815,[10749],411636,hi,"Suraj dreams of following in his idol's footsteps, but as he moves to Mumbai to follow his dream, he discovers that following your dreams may have a cost.",1.349,2001-01-01,Bas Itna Sa Khwaab Hai,6.0,5
8816,"[18, 80, 28, 53]",272662,hi,"After having witnessed the gruesome murder of his father, Harish's plans for revenge go for a toss when he is framed by the same mafia boss who killed his father.",1.844,1993-01-29,Tirangaa,6.6,7
8817,"[18, 28, 80]",117322,hi,"Two friends of a man help him avenge his father's death. Years later, he reunites with his friends who have now become criminals. What they don't know, is that he is now an undercover cop.",0.999,2003-08-15,Footpath,5.4,10
8818,"[27, 53]",538126,hi,A road trip turns into a spooky nightmare as a family of four is attacked by strange entities,1.172,2018-11-02,Lupt,4.7,7
8819,[18],48930,hi,"Circa British Rule in India, Satyapriya Archarya lives a modest yet noble lifestyle with his grandfather, Satyasharan. His mother passed away while he was very young, and his dad became a celibate and went off on a pilgrimage, never to return. Satyapriya studies Engineering, and becomes a close friend of fellow-collegian",1.758,1969-01-02,Satyakam,7.5,2
8820,"[10749, 27]",428801,hi,"Shirin, a singer mysteriously disappears. Abhay looks for Shirin and tries to solve this mysterious incident.",1.834,2016-11-25,Saansein: The Last Breath,6.2,5
8821,"[35, 10749, 28]",449510,hi,"Machine depicts the story of racing enthusiasts , who meet each other under mysterious circumstances. As their bond becomes stronger, they eventually fall in love. However, new things begin to unfold, which change their lives forever",1.385,2017-03-17,Machine,4.2,6
8822,[18],131156,hi,Two men make a plan to present a street dancer as the long lost granddaughter of a wealthy queen,0.783,1972-03-07,Raja Jani,6.4,7
