,genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
4493,"[10749, 18, 35]",1440,en,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.",14.26,2006-10-06,Little Children,7.1,697
4494,"[16, 35, 878, 10770]",7249,en,"The Planet Express crew return from cancellation, only to be robbed blind by hideous ""sprunging"" scam artists.  Things go from bad to worse when the scammers hack Bender, start traveling through time, and take Earth over entirely!  Will the crew be able to save the day, or will Bender's larcenous tendencies and their general incompetence doom them all?",15.01,2007-11-27,Futurama: Bender's Big Score,7.4,482
4495,"[10402, 16]",894214,en,"The set features songs from the Song Machine project, along with some revered classics from the group’s back catalogue.  The full Gorillaz live band, plus a choice selection of featured artists, showcasing their first live performance since 2018.  This special presentation also features a pre-show programme and exclusive behind-the-scenes footage.",9.878,2021-12-08,Gorillaz: Song Machine Live From Kong,4.0,2
4496,"[53, 28, 16, 878]",471474,en,"In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper.",19.02,2018-01-12,Batman: Gotham by Gaslight,6.7,513
4497,"[16, 10751]",166747,en,"SKRM (Skultimate Roller Maze) is an annual tournament between Monster High and different monster high schools that consists of a roller derby of dangerous obstacles and mazes. Granite City High, a high school team of gargoyles and Monster High's oldest rivals, won the school crest after defeating them in SKRM, and with it taking the school spirit. This has resulted in the school literally beginning to fall apart, and due to the boys serious injuries after the tournament, they decide not to participate any longer.  This prompts the ghouls to play SKRM in the boys place, and they suit up and begin training. However, the boys protest and claim SKRM is a boys sport only, and they won't help the ghouls train. This only pushes them to work harder, with the goal of making it to the championship game to defeat Granite City High.",13.062,2013-02-01,Monster High: Friday Night Frights,7.7,85
4498,"[9648, 53, 80]",16617,en,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.,19.708,2004-05-07,Mindhunters,6.5,862
4499,"[27, 53, 9648]",552660,en,A father and daughter check out a small town escape room and discover there is something sinister about the place.,17.272,2018-10-06,No Escape Room,6.3,140
4500,"[35, 14, 878]",345330,en,Emmanuelle and her crew face sexual spirits. Let the spirit take you on a fascinating and erotic adventure.,9.026,2012-06-02,Emmanuelle Through Time: Emmanuelle's Supernatural Sexual Activity,6.9,5
4501,"[53, 27, 9648]",82657,en,"Flight 7500 departs Los Angeles International Airport bound for Tokyo. As the overnight flight makes its way over the Pacific Ocean during its ten-hour course, the passengers encounter what appears to be a supernatural force in the cabin.",16.511,2014-05-16,Flight 7500,4.7,424
4502,"[35, 18, 10749]",802119,en,"Three friends in their mid-20s struggle to navigate their professional and personal lives, colliding head on with the messy, hilarious and dreadful growing pangs of adulthood.",15.782,2021-09-16,All About Sex,6.3,2
4503,"[35, 10749]",339404,en,"When their plane is rerouted due to a hurricane warning, two single female best friends find themselves competing for the same guy during an extended layover in St. Louis.",19.467,2017-09-01,The Layover,5.3,570
4504,"[14, 12, 18]",527400,en,"Before Alice went to Wonderland, and before Peter became Pan, they were brother and sister. When their eldest brother dies in a tragic accident, they each seek to save their parents from their downward spirals of despair until finally they are forced to choose between home and imagination, setting the stage for their iconic journeys into Wonderland and Neverland.",14.452,2020-11-12,Come Away,6.0,181
4505,"[28, 12, 53]",575264,en,,15.829,2022-09-01,Mission: Impossible 7,0.0,0
4506,[80],512412,en,The lone surviving thief of a violent armored car robbery is sprung from a high security facility and administered an experimental drug.,17.771,2018-12-14,Backtrace,5.5,151
4507,"[53, 18, 80]",164457,en,"Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.",12.959,2013-12-06,Out of the Furnace,6.6,1533
4508,"[27, 18, 53]",523139,en,"After hearing a child screaming for help from the green depths of a vast field of tall grass, Becky, a pregnant woman, and Cal, her brother, park their car near a mysterious abandoned church and recklessly enter the field, discovering that they are not alone and because of some reason they are unable of escaping a completely inextricable vegetable labyrinth.",14.476,2019-09-20,In the Tall Grass,5.5,1591
4509,"[27, 53, 9648]",513268,en,Cops involved with covering up a murder by getting rid of their body cam video footage find themselves haunted by an evil spirit.,13.785,2020-05-19,Body Cam,6.4,219
4510,"[99, 28, 12, 53]",503210,en,"A multi-part documentary about the making of the Jurassic Park trilogy. Each part walks through the making of part of one of the films, including the hurricane during the shooting of the first film, and how advances in CGI for Jurassic Park helped change the world of special effects forever. All interviews for these retrospective documentaries come with comments from Spielberg, Johnston, Neill, Dern, Goldblum, the effects crews, the child actors, and Peter Stormare. This documentary is broken into five parts: Dawn of a New Era (25 min) Making Prehistory (20 min), the Next Step in Evolution (15 min), and the Third Adventure (25 min), Finding the Lost World (28 min), and Something Survived (16 min).",15.005,2011-02-05,Return to Jurassic Park,6.9,253
4511,"[18, 10752, 28, 12]",345934,en,An American pilot is sent to a Chinese province to teach a crew of would-be pilots how to fly war planes against the Japanese during World War II.,15.267,2018-10-26,Air Strike,5.0,168
4512,"[10751, 16, 35, 9648]",409122,en,"When Scooby and Mystery Inc. visit an off-road racing competition, it's not long before strange events start to occur. A mysterious phantom racer, known only as Inferno, is causing chaos and is determined to sabotage the race. It's up to Scooby-Doo, Shaggy and their new driving partner, The Undertaker, to save the race and solve the mystery.",18.76,2016-08-09,Scooby-Doo! and WWE: Curse of the Speed Demon,7.7,128
4513,"[53, 80, 18]",334527,en,Four young men make a risky investment together that gets them into trouble with the mob.,17.008,2015-11-20,Criminal Activities,5.9,242
4514,"[28, 16, 10751]",327418,en,"Gotham City is under siege by a series of bizarre crimes and only the world's greatest detective, Batman, can unravel the mystery! The trail leads to none other than the Penguin and his Animilitia, an animal-inspired squad of villains including Silverback, Cheetah, Killer Croc and the monstrous Man-Bat.",14.007,2015-05-12,Batman Unlimited: Animal Instincts,5.6,115
4515,[35],10246,en,"Set in 1954, a group of Florida high schoolers seek out to lose their virginity which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",17.501,1981-11-13,Porky's,6.5,614
4516,"[35, 18, 36]",369192,en,The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,17.511,2017-09-22,Battle of the Sexes,6.8,1500
4517,"[878, 18, 10749, 35]",11622,en,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.",16.65,1999-02-12,Blast from the Past,6.6,758
4518,"[18, 53]",2652,en,"Hayley’s a smart, charming teenage girl. Jeff’s a handsome, smooth fashion photographer. An Internet chat, a coffee shop meet-up, an impromptu fashion shoot back at Jeff’s place. Jeff thinks it’s his lucky night. He’s in for a surprise.",12.0,2005-01-14,Hard Candy,6.8,1999
4519,"[27, 10770, 35, 10402, 53, 878]",377448,en,"A straitlaced, square couple, seeking shelter from a storm, find themselves in the castle of a transsexual alien mad scientist intent on creating a buff bodybuilder.",15.507,2016-10-20,The Rocky Horror Picture Show: Let's Do the Time Warp Again,5.3,163
4520,"[80, 18]",326285,en,"Set in postwar America, a man watches his seemingly perfect life fall apart as his daughter's new political affiliation threatens to destroy their family.",14.006,2016-10-20,American Pastoral,6.1,560
4521,"[35, 12]",11282,en,"Nerdy accountant Harold and his irrepressible friend, Kumar, get stoned watching television and find themselves utterly bewitched by a commercial for White Castle. Convinced there must be one nearby, the two set out on a late-night odyssey that takes them deep into New Jersey. Somehow, the boys manage to run afoul of rednecks, cops and even a car-stealing Neil Patrick Harris before getting anywhere near their beloved sliders.",15.998,2004-05-30,Harold & Kumar Go to White Castle,6.5,1555
4522,[35],8699,en,"It's the 1970s and San Diego anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",14.498,2004-07-09,Anchorman: The Legend of Ron Burgundy,6.7,3274
